Four_Weeks_Periods,Retailer_Trade_Areas,Category,Sub_Category,Brand_High,Sales,Base_Sales,Incr_Sales,Units,Base_Units,Incr_Units,Percent_ACV,Any_Promo_Spend,Any_Promo_Base_Spend,Any_Promo_Incr_Spend,Disp_without_Feat_Spend,Disp_without_Feat_Base_Spend,Disp_without_Feat_Incr_Spend,Feat_and_Disp_Spend,Feat_and_Disp_Base_Spend,Feat_and_Disp_Incr_Spend,Feat_without_Disp_Spend,Feat_without_Disp_Base_Spend,Feat_without_Disp_Incr_Spend,No_Promo_Spend,No_Promo_Base_Spend,No_Promo_Incr_Spend,Price_Decr_Spend,Price_Decr_Base_Spend,Price_Decr_Incr_Spend,Any_Disp_Spend,Any_Disp_Base_Spend,Any_Disp_Incr_Spend,Any_Feat_Spend,Any_Feat_Base_Spend,Any_Feat_Incr_Spend,Any_Price_Decr_Spend,Any_Price_Decr_Base_Spend,Any_Price_Decr_Incr_Spend,Any_Promo_Units,Any_Promo_Base_Units,Any_Promo_Incr_Units,Disp_without_Feat_Units,Disp_without_Feat_Base_Units,Disp_without_Feat_Incr_Units,Feat_and_Disp_Units,Feat_and_Disp_Base_Units,Feat_and_Disp_Incr_Units,Feat_without_Disp_Units,Feat_without_Disp_Base_Units,Feat_without_Disp_Incr_Units,No_Promo_Units,No_Promo_Base_Units,No_Promo_Incr_Units,Price_Decr_Units,Price_Decr_Base_Units,Price_Decr_Incr_Units,Any_Disp_Units,Any_Disp_Base_Units,Any_Disp_Incr_Units,Any_Feat_Units,Any_Feat_Base_Units,Any_Feat_Incr_Units,Any_Price_Decr_Units,Any_Price_Decr_Base_Units,Any_Price_Decr_Incr_Units
4 W/E 09/17/11,EAST CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,1667,1799,-131,520,568,-48,81,0,0,0,0,0,0,0,0,0,0,0,0,1667,1799,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,568,-48,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,EAST CENSUS TA,SOUP,RTS SOUP,PACIFIC,586,592,-6,137,141,-4,60,0,0,0,0,0,0,0,0,0,0,0,0,586,592,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,141,-4,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,EAST CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,8290,8078,211,4743,4628,115,100,0,30,-30,0,0,0,0,0,0,0,30,-30,8290,8048,242,0,0,0,0,0,0,0,30,-30,0,0,0,0,14,-14,0,0,0,0,0,0,0,14,-14,4743,4614,129,0,0,0,0,0,0,0,14,-14,0,0,0
4 W/E 09/17/11,EAST CENSUS TA,SOUP,RTS SOUP,PROGRESSO,70765,40305,30459,47090,18493,28597,100,36692,8037,28656,2329,426,1903,9633,1000,8633,19080,4518,14562,34072,32268,1804,5651,2093,3558,11961,1426,10536,28713,5518,23195,35304,7465,27839,31405,3628,27777,1827,178,1650,9717,495,9222,16160,2093,14067,15685,14864,821,3701,863,2838,11544,673,10871,25877,2588,23289,30523,3339,27184
4 W/E 09/17/11,EAST CENSUS TA,SOUP,RTS SOUP,WESTBRAE,3,3,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,EAST CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,368,287,81,119,90,29,17,0,0,0,0,0,0,0,0,0,0,0,0,368,287,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,90,29,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,617,584,33,156,147,9,28,0,0,0,0,0,0,0,0,0,0,0,0,617,584,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,147,9,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,372651,364878,7773,276822,263854,12968,100,40679,33526,7153,0,0,0,10527,5068,5459,24186,22403,1783,331972,331352,620,5966,6055,-89,10527,5068,5459,34713,27471,7242,31874,24622,7252,43226,30925,12301,0,0,0,13358,5798,7560,24528,20465,4063,233596,232929,667,5340,4662,678,13358,5798,7560,37886,26263,11623,37815,25362,12452
4 W/E 09/17/11,WEST CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,79,73,6,24,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,79,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,111940,109075,2864,114513,111504,3009,100,1783,1918,-134,0,0,0,0,0,0,0,0,0,110156,107157,2999,1783,1918,-134,0,0,0,0,0,0,1783,1918,-134,1991,1766,225,0,0,0,0,0,0,0,0,0,112522,109738,2784,1991,1766,225,0,0,0,0,0,0,1991,1766,225
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,ALESSI,38,45,-7,15,18,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,38,45,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,-3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,21935,21493,442,5812,5767,45,98,0,0,0,0,0,0,0,0,0,0,0,0,21935,21493,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5812,5767,45,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,BOB'S RED MILL,69,45,23,14,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,69,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,KNORR,5320,5469,-148,2676,2751,-75,95,0,0,0,0,0,0,0,0,0,0,0,0,5320,5469,-148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,2751,-75,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,LE GOUT,4,5,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,LIPTON,32068,32912,-844,23186,23690,-504,100,2493,2867,-374,0,0,0,0,0,0,0,0,0,29575,30045,-470,2493,2867,-374,0,0,0,0,0,0,2493,2867,-374,1817,1879,-63,0,0,0,0,0,0,0,0,0,21369,21811,-442,1817,1879,-63,0,0,0,0,0,0,1817,1879,-63
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,MCCORMICK,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,MRS WEISS,72,94,-22,36,47,-11,6,0,0,0,0,0,0,0,0,0,0,0,0,72,94,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,-11,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,PRIVATE LABEL,10677,10711,-34,10208,10154,54,99,633,736,-103,0,0,0,0,0,0,0,0,0,10044,9975,69,633,736,-103,0,0,0,0,0,0,633,736,-103,543,575,-31,0,0,0,0,0,0,0,0,0,9665,9579,86,543,575,-31,0,0,0,0,0,0,543,575,-31
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,SHORE LUNCH,5052,5643,-591,1133,1252,-119,85,163,205,-43,0,0,0,0,0,0,0,0,0,4889,5438,-549,163,205,-43,0,0,0,0,0,0,163,205,-43,58,46,12,0,0,0,0,0,0,0,0,0,1075,1206,-131,58,46,12,0,0,0,0,0,0,58,46,12
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,80,66,14,14,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,80,66,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & MCILHENNY,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & TABASCO,68,73,-5,12,13,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,68,73,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,UNCLE BEN'S,20,23,-3,8,9,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,23,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,DRY SOUP,WYLER'S,22537,21207,1331,12708,11907,801,100,0,0,0,0,0,0,0,0,0,0,0,0,22537,21206,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12708,11907,801,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RAMEN,MARUCHAN,101318,94131,7187,196858,187511,9347,100,30437,22482,7955,8740,6968,1772,2387,1064,1323,8672,5524,3148,70881,71649,-768,10638,8926,1712,11127,8031,3096,11059,6588,4471,21641,15469,6173,39791,28859,10932,17187,11732,5455,850,323,527,3086,1657,1429,157067,158652,-1585,18668,15147,3521,18037,12055,5982,3936,1980,1956,22584,17112,5473
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RAMEN,NISSIN,15960,13629,2331,30983,21556,9427,100,8179,6074,2104,0,0,0,0,0,0,0,0,0,7781,7554,227,8179,6074,2104,0,0,0,0,0,0,8179,6074,2104,18166,9496,8670,0,0,0,0,0,0,0,0,0,12817,12060,757,18166,9496,8670,0,0,0,0,0,0,18166,9496,8670
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,AMY'S,9123,9993,-869,2796,3085,-289,83,0,0,0,0,0,0,0,0,0,0,0,0,9123,9993,-869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,3085,-289,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,BAXTERS,16,8,8,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,247341,237593,9748,111461,104352,7109,100,39711,12829,26882,2845,282,2564,5187,626,4561,26218,9346,16872,207629,224763,-17134,5460,2575,2885,8033,908,7125,31405,9973,21433,9744,4126,5618,20630,6048,14581,2104,128,1976,2429,277,2152,12662,4547,8115,90831,98304,-7472,3435,1096,2339,4533,406,4128,15091,4824,10267,6176,1815,4361
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,DOMINIQUE'S,18,15,3,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,543,576,-33,154,165,-11,26,0,0,0,0,0,0,0,0,0,0,0,0,543,576,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,165,-11,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,3218,3155,63,967,953,14,69,0,17,-17,0,0,0,0,0,0,0,0,0,3218,3138,80,0,17,-17,0,0,0,0,0,0,0,17,-17,0,5,-5,0,0,0,0,0,0,0,0,0,967,948,19,0,5,-5,0,0,0,0,0,0,0,5,-5
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,31808,22593,9215,16235,9622,6613,100,17157,6884,10273,414,494,-80,2244,551,1693,13047,5151,7896,14651,15709,-1058,1452,688,764,2658,1045,1613,15291,5702,9589,16612,6356,10256,10214,2852,7362,150,194,-43,1345,236,1109,7776,2105,5671,6021,6770,-749,943,317,626,1495,430,1065,9121,2341,6779,9986,2635,7351
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,IMAGINE,1857,2270,-413,387,481,-94,52,0,0,0,0,0,0,0,0,0,0,0,0,1857,2270,-413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,481,-94,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,4129,4741,-612,1408,1612,-204,75,0,0,0,0,0,0,0,0,0,0,0,0,4129,4741,-612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,1612,-204,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,PACIFIC,1649,1455,194,430,351,79,54,908,827,81,0,0,0,0,0,0,0,0,0,741,628,113,908,827,81,0,0,0,0,0,0,908,827,81,237,190,46,0,0,0,0,0,0,0,0,0,193,161,33,237,190,46,0,0,0,0,0,0,237,190,46
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,30588,31562,-974,16897,17420,-523,100,690,616,74,494,392,102,0,0,0,104,85,19,29898,30946,-1048,91,139,-48,494,392,102,104,85,19,91,149,-58,533,430,103,360,288,71,0,0,0,46,38,8,16364,16990,-626,127,103,24,360,288,71,46,38,8,127,109,18
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,PROGRESSO,272068,147566,124502,183405,65801,117604,100,149081,28646,120435,7722,1409,6313,49070,4249,44821,76250,16161,60089,122988,118920,4068,16039,6827,9212,56793,5658,51134,125320,20410,104910,144614,25961,118653,128768,12884,115883,5614,622,4992,47250,1991,45259,66165,7421,58744,54637,52917,1720,9739,2851,6888,52864,2613,50251,113415,9412,104004,126003,11522,114481
4 W/E 09/17/11,WEST CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,724,737,-12,233,243,-10,13,0,0,0,0,0,0,0,0,0,0,0,0,724,737,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,243,-10,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 09/17/11,WEST CENSUS TA,SOUP,SOUP IN OUT,NISSIN,39,40,-1,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39,40,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,BAR HARBOR,1088,801,287,281,202,79,37,189,194,-4,0,0,0,0,0,0,0,0,0,898,607,291,189,194,-4,0,0,0,0,0,0,189,194,-4,51,49,2,0,0,0,0,0,0,0,0,0,230,153,78,51,49,2,0,0,0,0,0,0,51,49,2
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,CAMPBELL'S,906715,635806,270909,830002,484166,345836,100,594101,315905,278196,8265,4690,3575,219025,116599,102426,329881,172312,157569,312614,319901,-7287,36930,22303,14627,227290,121289,106001,548906,288911,259995,532917,262279,270638,625829,272716,353113,7250,3309,3941,261586,123489,138096,321611,130631,190980,204173,211450,-7277,35383,15288,20096,268835,126798,142038,583196,254120,329076,581673,234933,346739
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,DOMINIQUE'S,62,91,-29,19,28,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,62,91,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,-9,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,PRIVATE LABEL,149303,148856,446,148261,149325,-1064,100,1047,1022,26,0,0,0,0,0,0,0,0,0,148255,147834,421,1047,1022,26,0,0,0,0,0,0,1047,1022,26,958,857,102,0,0,0,0,0,0,0,0,0,147303,148469,-1166,958,857,102,0,0,0,0,0,0,958,857,102
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,ALESSI,78,69,8,30,27,3,4,0,0,0,0,0,0,0,0,0,0,0,0,78,69,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,BEAR CREEK,54320,42801,11519,15096,11355,3741,100,38315,27534,10781,0,0,0,0,0,0,0,0,0,16005,15267,738,38315,27534,10781,0,0,0,0,0,0,38315,27534,10781,10409,6768,3641,0,0,0,0,0,0,0,0,0,4687,4587,99,10409,6768,3641,0,0,0,0,0,0,10409,6768,3641
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,BOB'S RED MILL,171,144,27,35,29,6,5,31,38,-7,0,0,0,0,0,0,0,0,0,140,106,34,31,38,-7,0,0,0,0,0,0,31,38,-7,6,8,-2,0,0,0,0,0,0,0,0,0,29,21,8,6,8,-2,0,0,0,0,0,0,6,8,-2
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,CUGINO'S,0,1,-1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,KNORR,7379,7323,56,3739,3688,51,94,295,63,232,63,36,27,0,0,0,0,0,0,7084,7260,-176,232,26,206,63,36,27,0,0,0,232,26,206,232,33,199,33,19,14,0,0,0,0,0,0,3507,3655,-148,199,14,185,33,19,14,0,0,0,199,14,185
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,LE GOUT,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,LIPTON,53421,52266,1154,38352,37557,795,100,11661,10653,1008,0,0,0,0,0,0,8139,7917,222,41759,41613,146,3523,2736,786,0,0,0,8139,7917,222,5206,4076,1130,8490,7519,971,0,0,0,0,0,0,5752,5655,97,29862,30038,-176,2738,1864,874,0,0,0,5752,5655,97,3977,2758,1219
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,MCCORMICK,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,MRS WEISS,127,120,7,63,60,3,6,0,0,0,0,0,0,0,0,0,0,0,0,127,120,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,60,3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,PRIVATE LABEL,14600,14453,147,13823,13657,166,99,799,787,12,129,109,20,0,0,0,0,0,0,13801,13666,135,670,678,-8,129,109,20,0,0,0,799,787,12,745,633,112,131,89,42,0,0,0,0,0,0,13078,13024,54,614,544,71,131,89,42,0,0,0,745,633,112
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,SHORE LUNCH,12043,11027,1015,2819,2433,386,91,4401,3668,732,292,47,245,0,0,0,3180,2749,431,7642,7359,283,929,873,56,292,47,245,3180,2749,431,3624,2491,1133,1113,806,307,66,11,56,0,0,0,816,608,208,1706,1627,80,230,187,43,66,11,56,816,608,208,930,545,385
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,82,73,9,15,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,82,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & MCILHENNY,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & TABASCO,51,82,-31,9,14,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,51,82,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,-5,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,UNCLE BEN'S,57,56,1,23,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,57,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,WYLER'S,44589,35269,9320,26524,19111,7413,100,36633,27955,8677,0,0,0,0,0,0,0,0,0,7957,7314,643,36633,27955,8677,0,0,0,0,0,0,36633,27955,8677,22445,15359,7086,0,0,0,0,0,0,0,0,0,4079,3751,327,22445,15359,7086,0,0,0,0,0,0,22445,15359,7086
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RAMEN,INDO MIE,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RAMEN,MARUCHAN,108652,106708,1943,223026,213184,9842,100,24249,22431,1818,8585,8009,575,1326,997,329,10071,9147,925,84403,84278,125,4268,4278,-10,9910,9006,904,11397,10144,1253,7928,6994,934,72421,60653,11768,15359,15173,186,4740,3416,1323,42700,32977,9723,150605,152531,-1926,9622,9087,535,20099,18589,1510,47439,36393,11046,28960,18797,10164
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RAMEN,NISSIN,20712,16057,4655,45826,26482,19344,100,18364,14271,4094,0,0,0,0,0,0,0,0,0,2347,1786,561,18364,14271,4094,0,0,0,0,0,0,18364,14271,4094,42018,23574,18444,0,0,0,0,0,0,0,0,0,3808,2908,900,42018,23574,18444,0,0,0,0,0,0,42018,23574,18444
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,AMY'S,18398,17721,677,5546,5463,83,88,0,30,-30,0,0,0,0,0,0,0,0,0,18398,17691,707,0,30,-30,0,0,0,0,0,0,0,30,-30,0,10,-10,0,0,0,0,0,0,0,0,0,5546,5453,93,0,10,-10,0,0,0,0,0,0,0,10,-10
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,BAXTERS,36,38,-3,9,10,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,38,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,CAMPBELL'S,674925,439343,235582,344991,194740,150251,100,426369,196315,230054,7944,4130,3813,74473,12074,62399,235019,99918,135101,248556,243028,5528,108933,80192,28741,82416,16205,66212,309492,111993,197499,256231,134753,121478,235538,88001,147537,4320,1727,2593,38726,5155,33571,123735,46708,77027,109453,106739,2714,68757,34412,34346,43046,6881,36164,162461,51862,110598,149607,58040,91567
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,DOMINIQUE'S,21,27,-6,7,9,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,27,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,EARTH'S BEST,982,977,5,281,278,3,33,0,0,0,0,0,0,0,0,0,0,0,0,982,977,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,278,3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 10/15/11,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,HEALTH VALLEY,6261,5591,670,1998,1708,290,79,1250,1215,35,0,0,0,0,0,0,0,0,0,5011,4376,635,1250,1215,35,0,0,0,0,0,0,1250,1215,35,417,370,47,0,0,0,0,0,0,0,0,0,1581,1339,242,417,370,47,0,0,0,0,0,0,417,370,47
